"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17561","Login","chromium","Thu Dec 26 20:13:08 GMT 2024","passed","Thu Dec 26 20:13:26 GMT 2024","","e2e/login.test.ts","",""
"","23170","GX3-5799: TC1: Should add user credentials for employee","chromium","Thu Dec 26 20:13:09 GMT 2024","passed","Thu Dec 26 20:13:33 GMT 2024","GX3-5799: Admin | Agregar credenciales de usuario al empleado","e2e/addUserCredentials.test.ts","",""
